_contact,_email,_fax,_tel,_website,business_address,business_category,business_id,business_name,business_tel,details_html
,,,03 9942 1399 / 0435 551 910,,"611 Camberwell Road, Camberwell VIC 3124",Traditional Chinese Therapy,8811,地天泰中医诊所,,"<p class=""details"">Bamboo clinic 的董医生拥有5年大学专业学习，5年国内中医临床工作经验和16年澳洲中医临床经验，可谓经验丰富。<br>
  董医生曾经跟随国内数位中医临床专家学习医术，掌握毫针，刃针，火针, 针刀等国内最先进针灸技术，针灸和针药并用，并熟知中医经络与西医的肌肉，筋膜，血管，神经，淋巴的本质联系，在更深刻的层面上做到中西医的结合，从而达到临床普通针灸不能达到的效果。尤其对于饱受多年疾患的患者来说往往立竿见影，且远期疗效巩固。帮您解决其他医生解决不了的各类疼痛。<br>
 董医生21年的临床经验擅长治疗各类疼痛（如：头痛，偏头痛，落枕，各种运动损伤，扭伤， 颈椎病，肩周炎，网球肘，腰痛，急性腰扭伤，膝关节疼痛，足跟痛，股骨头坏死，腰椎间盘突出症）；妇科疾患（如：痛经，月经不调，乳腺增生，卵巢囊肿，慢性炎症，子宫肌瘤，手脚冰凉，月子病，更年期综合征）；男科疾患（如：阳痿，早泄，勃起不力，性欲低下）；糖尿病，冠心病，痛风，荨麻疹，慢性难治性荨麻疹 ；中医美容（如：青春痘，黄褐斑，蝴蝶斑，去皱纹）等。<br>
在Bamboo clinic各大保险公司均可直接刷卡回扣 。<br>
营业时间：Mon-Fri 9:00-18:00<br><br></p>"
,,,03 9018 9157,,"Shop 9, Level 1 Fashion Park Shopping Centre, 168 Russell St, Melbourne VIC 3000",Traditional Chinese Therapy,8743,PING's Full Body Care,,"<p class=""details""><img src=""Photo_links/Melbourne/8743.jpg"" class=""logo"" width=""110"" alt=""PING's Full Body Care Company Logo"">Ping's Full Body Care是一家经营多年的连锁按摩店。在Fashion Park里的分店随着Fashion Park的全面开业也变得越来越火爆。<br>
 PING's Full Body Care的技师经验丰富，手法精妙，用力适当，可以为您除去平日的劳顿。同时他们的价格适中，拥有低价高质的特质，受到了很多人的欢迎。独立的房间让您可以自在地享受这一份难得的清静，只静静感受经脉逐渐通畅带来的舒畅。<br>
营业时间：Mon-Sat: 11am-9pm; Sun: 12pm-7pm<br><br></p>"
Dr. Yu,support@bestong.com.au,,94672132,http://www.gracechinesemedical.com.au,"4 Oxley Avenue, Bundoora, VIC 3083",Traditional Chinese Therapy,9514,恩奇中医馆,,"<p class=""details""><img src=""Photo_links/Melbourne/9514_V3.jpg"" class=""logo"" width=""110"" alt=""恩奇中医馆 Company Logo"">墨尔本恩奇中医馆。预约电话：94672132 恩奇中医馆大夫Dr.Yu，中医医学学士，副主任医师，澳洲全国中医药针灸学会联合会（FCMA）会员，澳洲注册中医师，从事临床工作25年。曾赴莫纳什医学中心进修3年西医。对中西医结合治疗各种疾病有独特见解与确实疗效。曾随医疗短宣队赴柬埔寨、尼泊尔义务诊治各种疑难病患。 临床擅长治疗： 呼吸系统疾病： 感冒，咽炎，支气管炎，鼻炎，鼻窦炎，发热，久咳，哮喘等。 消化系统疾病： 食管炎，口腔溃疡，胃及十二指肠溃疡，胃下垂，慢性胆囊炎，长期便秘，腹泻，结肠炎，胃肠综合症，消化不良，肝硬化。 泌尿系统疾病： 膀胱炎，尿路感染，尿失禁，脱肛，尿潴留，慢性肾盂肾炎，慢性肾小球肾炎引起的水肿，肾结石，肾绞痛，前列腺炎。 循环系统疾病： 心律失常，血管闭塞性脉管炎，心机病，贫血。 妇科疾病： 经期头痛，月经不调，不孕症，子宫肌瘤、子宫内膜炎，子宫脱垂，卵巢囊肿、多囊卵巢综合征，功能失调性子宫出血、产后调理，乳腺小叶增生，更年期综合症。 免疫系统疾病： 系统性红斑狼疮，类风湿性关节炎，硬皮病，糖尿病，过敏性紫癜，银屑病 神经系统疾病： 顽固性头痛，多动症，脑动脉硬化症，老年痴呆症，神经衰弱，焦虑症，失眠、忧郁症、嗜睡、丧偶综合症。 运动系统疾病： 颈椎病，落枕，腰椎间盘突出，坐骨神经痛，肩周炎，网球肘，足跟痛，肌肉关节痛。 皮肤病： 带状疱疹，牛皮癣、湿疹、日光性皮炎、过敏性皮炎，痤疮，手足癣。 亚健康食疗与养生食疗保健。 诊所位于北区Bundoora 有着良好的诊疗环境，欢迎前来就诊。 本店中医师已经被多家私人保险公司承认，例如：Medibank Private, HCF, MBF, CBHS等。 地址Adr：4 Oxley av, Bundoora ,3083 预约咨询电话Tel：94672132 手机Mobel：0417479734<br><br></p>"
Chatty,chattymassage@gmail.com,Wechat ID: massageparloursydney,0421 930 557,http://www.chatswoodmassageparlour.com.au,"Suite 1, 376 Victoria Avenue , Chatswood NSW 2067",Traditional Chinese Therapy,8887,Chatswood Chatty Massage,,"<p class=""details""><img src=""Photo_links/Sydney/8887.jpg"" class=""logo"" width=""110"" alt=""Chatswood Chatty Massage Company Logo"">Chatswood Chatty Massage is your best choice - A discreet satisfaction in Chatswood with much fun to explore.<br>
<br>
If you are looking for a discreet satisfaction in Chatswood with much fun to explore, Chatswood Chatty Massage is your best choice. Each day we have a different selection of girls to offer their services, you will never get bored. Their magic hands will remove your stress. Relieve the stress and tension and then enjoy with our services.<br>
<br>
We assess your individual needs and combine all of our different techniques to best address them. Our masseuse are unique and offer the highest possible level of service. Feel free to call us to book your session today.<br>
<br>
We have shower facilities, clean towels, and a range of male toiletries and we are here to provide excellent services if you have any special requests please ask in advance and we will do our best to accommodate your wishes.<br>
<br>
Book an appointment today and experience it yourself!<br>
<br>
Many of our clients have told us that these massages completely relieve any stress whether from work or life in general, and put their mind completely at ease. When you come to see us we will assess your individual needs and combine all of our different techniques to best address them.<br><br></p>"
,support@bestong.com.au,,03-8596 2071 / 0451 315 866,,"772A Station St, Box Hill North VIC 3129",Traditional Chinese Therapy,12259,水针灸足疗馆 Liew Body Massage,,"<p class=""details"">融合中医针灸足疗养生理论及<br>
现代微电脑技术的水针灸足疗养生,强身健体、延年益寿<br>
防治神经衰弱和失眠<br>
防治高血压<br>
防治风湿性关节炎<br>
防治糖尿病<br>
美容减肥<br>
防治脑溢血和脑血栓<br>
消除疲劳、愉悦身心. 本馆提供拔罐、<br>
刮痧、按摩等养生服务. 兼售水针灸足疗仪.<br>
店后大量停车位<br><br></p>"
,,,03 9855 0568,,"42A Church St,Hawthorn, VIC 3122",Traditional Chinese Therapy,8228,推拿、针灸、中医治疗中心,,"<p class=""details"">高级专业推拿师和针灸中医师出席了2008年在墨尔本举行的全国游泳锦标赛运动员的推拿、按摩，效果特别好！一名针灸中医师来自美国船上水疗中心，另一名是又二十多年工作经验5代相针灸师。<br>
修复肌肉、各类骨伤科、更年期综合症、内科。<br><br></p>"
,,,03 9428 5989,,"250 Victoria St,Richmond, VIC 3121",Traditional Chinese Therapy,8309,PING'S FULL BODY CARE,,"<p class=""details"">1、清除疲劳疼痛<br>
2、消除压力紧张<br>
3、松弛神经<br>
4、提高血液循环<br>
5、促进与治疗受伤部位<br>
6、帮助排泄功能<br>
中式老牌连锁正宗按摩。20年专业经验，把健康养生带给您！<br><br></p>"
,,,03 8510 0748 / 0403 001 684,,"57 Albert AVE,Springvale, VIC 3171",Traditional Chinese Therapy,8324,莫氏皮肤骨科专科,,"<p class=""details"">1、皮肤专科：牛皮癣、手脚廯、顽固湿疹、皮肤炎、风疹、荨麻疹、神经性皮炎、小儿湿疹<br>
2、腰腿骨科痛症：常年坐骨神经痛及腰腿痛、常年肩周炎及网球手、风湿性关节炎周期性痛楚、腰肌劳损及骨质疏松。<br>
3、痛症治疗：源自祖传秘方、临床试验并专改良、治疗，药力强、无需食疗，确保三天扭转病情。<br><br></p>"
,,,02 9819 6694,,"206 Victoria Rd, Drummoyne NSW 2047",Traditional Chinese Therapy,5627,足療新張,,"<p class=""details"">全城最专业足疗店，靠海边，从知足开始，新张特价。 地址： 206 Victoria Rd, Drummoyne NSW 2047 电： 02 9819 6694<br><br></p>"
,,,02 9809 0262,,"999 Victoria Rd, West Ryde NSW 2114",Traditional Chinese Therapy,5610,999 按摩,,"<p class=""details"">专业按摩师为您推拿治疗，拔罐，消除疲劳，活血养生。 地址： 999 Victoria Rd, West Ryde NSW 2114 电： 02 9809 0262<br><br></p>"
尤本林,,,（03）9077 8738,,"655 Burke Rd， Camberwell, VIC 3124",Traditional Chinese Therapy,6987,尤本林中医诊所,,"<p class=""details"">注册中医师 副教授，脐针、筋络针灸<br><br></p>"
,,,（03）9785 6688,,"71 Hillcrest Road, Frankston, 3199",Traditional Chinese Therapy,6988,邢医生中医诊所,,"<p class=""details"">过30年临床经验， 毕业于广州中医药大学<br>
<br>
澳洲全国注册中医师，针灸师<br>
<br>
澳洲中医针灸协会会员<br>
<br>
主治月经不调，男科不孕<br><br></p>"
,,,（03）9543 3866,,"1572 Princes Hwy, Oakleigh East, VIC 3166",Traditional Chinese Therapy,6989,辜东权中医诊所 Dr.Peter Gu,,"<p class=""details"">中医妇科，不孕不育，北京中医药大学毕业<br>
<br>
全国老中医<br>
<br>
墨尔本自然医药学院讲师<br><br></p>"
