_contact,_email,_fax,_tel,_website,business_address,business_category,business_id,business_name,business_tel,details_html
Juliana,info@bhdentalclinic.com.au,wechat: siukwongjk,0288470293,http://www.bhdentalclinic.com.au,"102 Sanctuary Drive, Beaumont Hills, NSW 2155",Denture & Dentists,10294,香港大學澳洲註冊牙醫 尹元晧牙科醫生,0288470293,"<p class=""details""><img src=""Photo_links/Sydney/10294_V1.JPG"" class=""logo"" width=""105"" alt=""香港大學澳洲註冊牙醫 尹元晧牙科醫生 Company Logo"">世界牙科權威大學畢業 澳洲註冊牙醫 超過14年牙科經驗 專治複雜的口腔問題<br>
<br>
尹元晧牙科医生在2003年毕业于香港大学牙医学院。香港大学牙医学院是世界顶级学府， 连续两年（2016及2017年）荣登全球世界大学牙医学院第一位，技术和牙科知识被受世界尊崇。<br>
<br>
尹医生对家庭牙医学有浓厚兴趣，于2006年在香港大学开始接受临床研究培训，并在2008年获颁发牙医全科深造文凭。其后，尹医生继续于香港牙科医学院接受家庭牙医专科培训，综合各牙科专科的科学知识 ，主治较复杂的口腔问题，直至2012年移居澳洲。<br>
<br>
尹医生继续进修不同课程，包括澳洲综合矫齿课程、隐适美课程，以及分别由瑞士Nobel Biocare、瑞士Straumann和德国法兰克福大学所举办的植齿课程。自2006年起，尹医生开始为病人提供植齿服务，现为国际口腔种植学会会员。尹医生亦是隐适美认可医师，为病人提供矫齿服务。<br>
<br>
尹医生亦热心页献社会，现为悉尼大学牙医学院临床导师，督导牙科学生。亦为报章《号角》撰写有关牙科资讯的文章。<br><br></p>"
0297871635,info@abdentists.com.au,,02 9787 1635,,"133 canterbury road, Canterbury NSW 2193",Denture & Dentists,7734,康桥牙科 Ausbridge Dental,02 9787 1635,"<p class=""details""><img src=""Photo_links/Sydney/7734_V1.png"" class=""logo"" width=""105"" alt=""康桥牙科 Ausbridge Dental Company Logo"">新張優惠<br>
成人可免费享受价值六十元的牙齿检查.<br>
退休人士和低收入家庭可享受八折优惠!  <br>
接受私人保险,洗牙,X光检查和补牙不收差价. <br>
另一个好消息!澳洲政府推出2-17岁牙医补贴：<br>
符合资格者将获得$1000. 尽快致电9787-1635 查询<br>
<br>
”康桥牙科”提供普通话，广东话等十一种语言服务！ <br>
有經驗豐富男或女醫生、可選擇!<br>
有大量免費車位! 近車站、巴士站! 非常方便<br>
<br>
想要健康牙齿，快来“康桥牙科”.<br><br></p>"
Kenneth Chan,reception@capstonedental.com.au,,0286051696,http://www.capstonedental.com.au,"Shop 55 Seven Hills Plaza, 224 Prospect Highway, Seven Hills, NSW 2147",Denture & Dentists,10892,Capstone Dental,0286051696,"<p class=""details""><img src=""Photo_links/Sydney/10892_V1.jpg"" class=""logo"" width=""105"" alt=""Capstone Dental Company Logo"">Modern, gentle and affordable family Dentist in Seven Hills. No Gaps check up and clean offers. Open 7 days Online Appointments available! 牙科診所<br><br></p>"
李亚丽 Yali,support@bestong.com.au,,02-97164887 0449668565,http://www.reliabledenture.com.au,Shop11 2A Brown Street Ashfield NSW 2131,Denture & Dentists,10768,李亚丽假牙专科诊所,02-97164887 0449668565,"<p class=""details"">我们专业提供各项跟假牙相关的服务。全新假牙设计，制作。包括全口塑胶假牙，局部金属支架式假牙，吸附性假牙，隐形假牙，以及各种颜色，图案的运动护齿套。<br>
<br>
各种不同情况的假牙维修，当日可取，没有缺牙时间。比如假牙断裂，假牙脱落，增加假牙数目，增加卡环和稳固性。最新德国机光焊接机可以解决金属支架假牙的修理。<br>
<br>
我们的服务承诺，最好的质量，最优的价格，最快的速度。<br>
<br>
我们的位置交通便利，离Ashfield 火车站100米， 凤凰中心 11 号。 楼下大量免费停车位，残疾人通道，全程无障碍。<br><br></p>"
,info@curedental.com.au,wechat：parradentalcentre,02 9635 6888,http://B9654,"69 Macquarie street，parramatta，2150, Parramatta, NSW 2150",Denture & Dentists,10497,Cure牙科 | 悉尼parramatta牙科诊所,02 9635 6888,"<p class=""details""><img src=""Photo_links/Sydney/10497_V1.jpg"" class=""logo"" width=""105"" alt=""Cure牙科 | 悉尼parramatta牙科诊所 Company Logo"">苏毅牙医的诊所Parramatta dental centre现该名为 Cure牙科（Cure Dental), 改名仅为了品牌效果，不涉及任何人员更替。<br>
<br>
Cure牙科 位于悉尼Parramatta市中心，距离火车站步行5分钟，提供的牙科服务包括检查洗牙，牙周病治疗，儿童牙科，树脂材料补牙，根管治疗，牙冠（牙套）修复，智齿拔除，牙齿美白及贴面，牙齿矫正（传统牙套矫正和隐适美invisalign矫正）以及种植牙。<br>
<br>
悉尼Cure牙科诊所的牙医均出生在中国大陆，并在澳洲接受专业的牙科高等教育，既能很好的与您沟通，又具有澳洲规范化的牙科操作，并向您承诺我们所使用的器材用具全部严格按照澳洲牙科消毒标准，使您看牙可以安心看牙。<br>
<br>
我们接受所有澳洲的私人医疗保险，检查洗牙x光检查不收差价,其它治疗价格合理；欢迎您微信或电话进行咨询预约。<br>
微信号：parradentalcentre/0450633757<br>
诊所电话：02 9635 6888<br>
https://www.curedental.cn/<br><br></p>"
,pc181.com@gmail.com,,02 9718 3632 / 0414 609 012,http://pc181.com/rococo,"Campsie, NSW 2194",Denture & Dentists,5648,經氏假牙,02 9718 3632 / 0414 609 012,"<p class=""details"">25年经验，牙医技师，澳洲注册，精通假牙，质优价宜，上门服务。 电： 02 9718 3632 / 0414 609 012<br><br></p>"
Michael Tu,info@burwoodfamilydentist.com.au,,02 97449798,http://www.burwoodfamilydentist.com.au,"Shop35/ 3 Wilga St., Burwood, NSW 2134",Denture & Dentists,9968,Burwood Family Dentist - 吴庆祥牙医,02 97449798,"<p class=""details"">我们的新牙科诊所现在位于Burwood Westfield旁边 (后门转左)，及邻近巴士站<br>
我们采用先进的电脑化设备及引用最新的医疗技术包括口内摄影机,低輻射数码X光及现时最流行的美白系列”ZOOM”.  同时, 我们还承诺让每个患者提供最优质的医疗服务.<br>
欢迎新患者前来就诊. 本诊所周末营业.  请尽快提前与我们预约.<br>
电话: (02) 9744 9798<br><br></p>"
,,,02 9687 6268 / 0433 656 286,,"Suite 13，Level 1,181 Church St Parramatta NSW 2150",Denture & Dentists,4874,假牙專科診所 - Parramatta,02 9687 6268 / 0433 656 286,"<p class=""details"">精通各类活动假牙服务镶各种新的全口及部分活动假牙托，调整和修补现有假牙托，钢托，胶托，隐形超薄托解决牙托松脱，接触牙肉压痛（免费估价）替换断裂铁钩或添加新铁钩，修补断裂胶托，钢托修补断裂假牙，拔牙后在胶托或钢托上加牙牙托与牙床之间空隙加垫，体育运动牙套等亲自问诊，检查，印模，制作家呀，安装及调整一条龙服务，速度更快质量更精确免费咨询，七天应诊，可用私人保险付部分或全部费用非常优惠的价格，镶您满意的假牙电话：02 9687 6268/0433656286地址：Suite 13，Level 1,181 Church St Parramatta NSW 2150 近火车站150米，Westfield免费停车 汇丰银行右边走廊向里走二楼营业时间：星期一至星期五 9AM to 6PM(周末请预约) 宋保国医生<br><br></p>"
,,,02 9718 8166 ,,112 BEAMISH STREET CAMPSIE NSW 2194,Denture & Dentists,4871,揚習震醫生 活動假牙專科,02 9718 8166 ,"<p class=""details"">杨习震医生 澳洲牙科修复协会会员ADPA<br>
新西兰奥塔哥大学PGD CDT<br>
上海第二医学大学BDS<br>
假牙专家25年临床经验<br>
价格便宜质量保证<br>
可用MEDICARE和医疗保险支助<br>
我们提供：全口义齿<br>
局部活动义齿（包括钢托）<br>
假牙修理（当天可取）<br>
护齿器<br>
地址：112 Beamish St,Campsie,NSW 2194(Centerbury City Council 马路对面，近火车站)<br>
电话：02 9718 8166 0430 838 850<br>
工作：周一至周六9:30am-5:30pm <br><br></p>"
,,,02 9697 3751 / 0410 688 984 ,,"1/3 DEFRIES AVE, ZETLAND, NSW 2017",Denture & Dentists,4872,精英植牙美容中心,02 9697 3751 / 0410 688 984 ,"<p class=""details"">定期预防保健及洗牙<br>
补牙及拔牙<br>
镭射牙齿漂白及美白<br>
齿列矫正<br>
牙周病治疗及根管治疗<br>
美容瓷片<br>
微创植牙<br>
名家设计德日意器械材料<br>
受理所有公司保险<br>
七天营业敬请预约10am-7pm<br>
电话：02 9697 3751<br>
0410 688 984<br>
地址：1/3 Defries Ave，（新Audi大楼后）Victoria Park,Zetland,NSW 2017<br>
詹富强 周延叡 黄曦谊<br>
<br><br></p>"
,,,02 9799 8374,,"1ST FLOOR 232 LIVERPOOL RD.,ASHFIELD NSW 2131",Denture & Dentists,4867,張振凡牙醫診所,02 9799 8374,"<p class=""details"">全面牙科护理及治疗<br>
<br>
洗牙丶漂牙<br>
补牙丶脱牙<br>
根管治疗<br>
活动及固定假牙<br>
口腔外科<br>
种植牙齿<br>
牙齿矫形美化 <br><br></p>"
,,,02 9798 7704 / 02 9798 7851,,7 THE ESPLANADE ASHFIELD NSW 2131,Denture & Dentists,4865,劉仁愛牙科醫生,02 9798 7704 / 02 9798 7851,"<p class=""details"">最新牙科治疗方法<br>
定期牙齿健康体检<br>
洗牙，漂白牙齿<br>
补牙，脱牙<br>
牙根管治疗（抽牙神经）<br>
美丽瓷片<br>
最新消毒及牙科仪器设备<br>
牙套，牙桥<br>
牙齿矫正<br>
各式假牙<br>
口腔外科<br>
儿童牙齿保健 <br><br></p>"
,,,02 9745 2484,,"183 Burwood Rd, Burwood, NSW 2134",Denture & Dentists,4860,黃俊傑,02 9745 2484,"<p class=""details"">服务项目：<br>
*洗牙，补牙及全面预防保健<br>
*快速牙齿有效漂白剂美化<br>
*牙齿矫正及儿科牙骨校正<br>
*牙周病治疗，根治治疗 <br><br></p>"
,,02 9553 6799,02 9553 6711,,"S4 1-5 DERBY ST.,KOGARAH NSW 2217",Denture & Dentists,4866,蕭誌珊 銓心牙科保健,02 9553 6711,"<p class=""details"">定期检查丶洗牙 根管治疗<br>
儿童保健 假牙，牙冠，牙桥，种牙<br>
牙齿美白，漂白 补牙，拔牙<br>
<br>
设备包括：口腔内窥镜，特效蓝光牙齿美白，低辐射数码X光。<br>
<br>
铨心全意 为您服务 <br><br></p>"
,,,02 9689 2882 ,,"Suite 1,Level 3,110 Church ST,Parramatta NSW 2150",Denture & Dentists,4873,Parramatta 牙醫診所,02 9689 2882 ,"<p class=""details"">陆开伯医生 澳洲亚德雷德大学学士（BDS ADEL UNI）<br>
南京医科大学学士（BDS Nanjing UNI）<br>
澳洲种植牙医协会会员（AOS）<br>
服务项目：洗牙，补牙及口腔疾病全面预防保健<br>
牙龈病，牙周病全面治疗，及牙髓病的根管治疗<br>
活动及固定假牙，牙冠，牙桥<br>
拔牙，口腔外科，种植牙齿<br>
儿童齿科疾病预防及治疗，牙齿矫正<br>
有效快速牙齿漂白美容，美丽烤瓷贴片<br>
全新牙科诊所开诊：<br>
全面消毒，使用最新器材<br>
最合理的收费，可使用各种牙医私人保险<br>
现为Medicare患者及持有Medicare青少年牙科保健$159.85 Voucher提供免费治疗服务（附条件限制，欢迎咨询）<br>
门诊时间：9am-6pm，周一至周六<br>
地址：Suite 1,Level 3,110 Church ST,Parramatta(Westfield Shoppingtown 斜对面，近火车站) <br><br></p>"
,,,02 9556 2199,,2/572 Princess HWY Rockdale NSW 2216,Denture & Dentists,4856,牙科診所 - TOPCARE DENTAL,02 9556 2199,"<p class=""details"">Dr.Lena Zhu<br>
B.D.S Hons(USyd)FRACDS<br>
雪梨大学牙科荣誉学士<br>
澳洲皇家牙医学院院士<br>
雪梨大学牙科讲师<br>
雪梨大学牙科临床导师<br>
雪梨大学牙科入学面试官<br>
澳大利亚牙医委员会会员<br>
澳大利亚植牙协会会员Invisalign(隐形矫齿认证牙医)<br>
澳洲皇家牙医学院导师<br>
澳洲皇家牙医学院考官<br>
用最先进的技术，最专业优质的服务和最严格的消毒程序，继续为您全家提供最安心满意的牙科治疗。<br>
全新隐形矫齿<br>
水晶透明牙箍<br>
最新ZOOM ADVANCE蓝光漂白-45分钟请你拥有美白牙齿<br>
瑞士植牙系统<br>
成人及儿童矫齿<br>
颌骨矫正及改善咬合<br>
改善面部平衡<br>
种植牙齿，口腔外科<br>
脱牙，智慧齿拔除<br>
精美瓷片，牙冠，牙桥<br>
定期检查，洗牙，美白，保养服务<br>
根管治疗<br>
牙周病治疗<br>
活动及固定假牙<br>
洁白纳米树脂补牙<br>
Open 7 Days<br>
我们已搬迁至新地址。接受全部私人保险<br>
地址：2/572 Princess HWY Rockdale NSW 2216（大量免费泊车，三分钟步行至车站）<br>
Teen Voucher，欢迎查询如何用Medicare 支付牙科费用。Tel:02 9556 2199<br>
TEL:02 9556 2199 <br><br></p>"
,,,02 9807 1205,,"995 VICTORIA R, WEST RYDE NSW 2114",Denture & Dentists,1741,WEST RYDE DENTURE CLINIC,02 9807 1205,"<p class=""details""><br><br></p>"
,,,02 9283 2808,,"650 GEORGE ST, SYDNEY NSW 2000",Denture & Dentists,1733,馮妙萍牙科醫生,02 9283 2808,"<p class=""details""><br><br></p>"
,,,02 9745 2433,,"24 THE BOULEVARDE, STRATHFIELD NSW 2135",Denture & Dentists,1731,何嬿詩牙科醫生,02 9745 2433,"<p class=""details""><br><br></p>"
,,,02 9481 0101,,"SUTIE 5, 2 HILLCREST RD, PENNANT HILLS NSW 2120",Denture & Dentists,1723,"HO, PAK & ASSOCIATES DENTAL SURGEONS",02 9481 0101,"<p class=""details""><br><br></p>"
,,,02 9153 9213,,"RIVERWOOD PLAZA 257-263 BELMORE RD, RIVERWOOD NSW 2210",Denture & Dentists,1729,何佩婷牙科醫生,02 9153 9213,"<p class=""details""><br><br></p>"
,,,02 9636 4949,,"CNR. BLACKTOWN RD & ALDGATE STS, PROSPECT NSW 2148",Denture & Dentists,1726,莫子厚牙科醫生,02 9636 4949,"<p class=""details""><br><br></p>"
,,,02 9687 2022,,"SHOP 2, GROUND FLOOR 169 MACQUARIE ST, PARRAMATTA NSW 2150",Denture & Dentists,1719,王人楷牙科醫生,02 9687 2022,"<p class=""details""><br><br></p>"
,,,02 9667 2288,,"930A BOTANY RD, MASCOT NSW 2020",Denture & Dentists,1707,MASCOT 家庭牙醫中心 MASCOT FAMILY DENTAL,02 9667 2288,"<p class=""details""><br><br></p>"
