_contact,_email,_fax,_tel,_website,business_address,business_category,business_id,business_name,business_tel,details_html
Dr. Xiaoping,xiaopi99@hotmail.com,1056579989 / JD120113,02 9446 7579 / 0415 733 028,,"Unit 9， 19-23 Killaloe Ave, Pennant Hills, NSW 2120",Medical & Healthcare,9006,DR XIAOPING ZHU'S CLINIC FOR PSYCHOLOGICAL COUNSELING,02 9446 7579 / 0415 733 028,"<p class=""details"">为悉尼的所有华人提供心理健康咨询和辅导服务，可享受公费医疗卡报销，以及大多数私人健康保险公司的报销。<br><br></p>"
0297871635,info@abdentists.com.au,,02 9787 1635,,"133 canterbury road, Canterbury NSW 2193",Medical & Healthcare,7734,康桥牙科 Ausbridge Dental,02 9787 1635,"<p class=""details""><img src=""Photo_links/Sydney/7734_V1.png"" class=""logo"" width=""105"" alt=""康桥牙科 Ausbridge Dental Company Logo"">新張優惠<br>
成人可免费享受价值六十元的牙齿检查.<br>
退休人士和低收入家庭可享受八折优惠!  <br>
接受私人保险,洗牙,X光检查和补牙不收差价. <br>
另一个好消息!澳洲政府推出2-17岁牙医补贴：<br>
符合资格者将获得$1000. 尽快致电9787-1635 查询<br>
<br>
”康桥牙科”提供普通话，广东话等十一种语言服务！ <br>
有經驗豐富男或女醫生、可選擇!<br>
有大量免費車位! 近車站、巴士站! 非常方便<br>
<br>
想要健康牙齿，快来“康桥牙科”.<br><br></p>"
Leo Fang,tklhealthdd@gmail.com,Leofangtheking,92117026／0449888848,http://www.tklhealthdd.com.au,"Level 7, 68-70 Dixon St, Haymarket, NSW 2000",Medical & Healthcare,10408,TKL 健康 DD 治疗中心,92117026／0449888848,"<p class=""details""><img src=""Photo_links/Sydney/10408_V2.png"" class=""logo"" width=""105"" alt=""TKL 健康 DD 治疗中心 Company Logo"">""TKL 健康 DD""  阴阳混元疗法治疗中心 肿瘤病人的福音<br>
<br>
<br>
<br>
阴阳混元疗法不吃药不打针没有副作用，治病立竿见影 ，疗效奇特。<br>
<br>
<br>
<br>
无论你或你身边亲朋好友任何久治不愈的疑难杂症，包括：（夜尿，耳鸣，哮喘，妇科疾病，肠胃功能紊乱，美容减肥，失眠多梦体虚无力，早中晚期肿瘤患者等疾病），我们都可以帮助。<br>
<br>
<br>
<br>
接受私人医疗保险，另有中医针灸师加盟。<br>
<br>
<br>
<br>
TKL 治疗中心承诺，不见效不收费～<br>
<br>
<br>
<br>
什么是阴阳混元疗法？<br>
<br>
阴阳混元疗法是穿越于中西医之间的第三方医学，它是建立在电磁频率医学原理的基础上，通过人体经络穴位以及运用八卦波形以及宝塔之光信息疗法，它是即有传统文化又有现代科学的一种全方位、综合性的方法。阴阳混元疗法属于自然疗法，不吃药不打针，治病立竿见影，是许多疑难病症的克星，方石然萨满法王创立阴阳混元疗法以来治病救人无数。<br>
<br>
阴阳混元疗法在澳大利亚注册，与中医、物理治疗一样是澳洲合法注册及国际认证的疗法，医疗保险注册，安全可靠。<br>
<br>
谁创立了阴阳混元疗法？<br>
<br>
方石然博士经过多年潜心研究和医疗实践，创立了阴阳混元疗法，并首先发现了八卦电磁频率缔经理论，是物理能量治疗和传统中医相结合的重大突破。同时，方石然博士倡导中国文化医疗，将人类疾病的防治观同宇宙观高度结合，将综合文化、宗教、哲学观同疾病控制高度结合。特别是运用电脑技术将中医诊断和治疗数字化、电脑化付诸了实践，得到了医疗界的广泛认同和应用。<br>
<br>
方石然博士移民澳洲近30年。对各种疑难病症进行了深入研究，特别对肿瘤的控制，从理论到临床均有重大突破。其开发研制的诊断和治疗设备，得到澳大利亚政府TGA认证和中国政府医疗器械生产许可，同时广泛运用于医疗临床。多年来，方石然博士创办的同康乐医疗技术学院和健康DD，在中澳两国间广泛推广已经走向欧洲、亚洲等多个国家。<br>
<br>
<br>
TKL 医疗技术学院招生<br>
<br>
欢迎参加培训，成为阴阳混元疗法治疗师。<br>
<br>
-18-65岁各阶层人士，海外人士也可申请并协助办理签证。<br>
<br>
-正规政府注册学院。<br>
<br>
<br>
营业时间：<br>
<br>
周一至周六：10:00am-5:30pm<br>
<br>
周日：需要预约<br><br></p>"
Kenneth Chan,reception@capstonedental.com.au,,0286051696,http://www.capstonedental.com.au,"Shop 55 Seven Hills Plaza, 224 Prospect Highway, Seven Hills, NSW 2147",Medical & Healthcare,10892,Capstone Dental,0286051696,"<p class=""details""><img src=""Photo_links/Sydney/10892_V1.jpg"" class=""logo"" width=""105"" alt=""Capstone Dental Company Logo"">Modern, gentle and affordable family Dentist in Seven Hills. No Gaps check up and clean offers. Open 7 days Online Appointments available! 牙科診所<br><br></p>"
Yina Wang,yina.clinic@gmail.com,Wechat: yina_clinic,"0402 399 632, （02）9747 8857",,"7/13 Belmore St, Burwood NSW 2134",Medical & Healthcare,10675,悉尼妇科痛症专家,"0402 399 632, （02）9747 8857","<p class=""details""><img src=""Photo_links/Sydney/10675_V1.jpg"" class=""logo"" width=""105"" alt=""悉尼妇科痛症专家 Company Logo"">王伊娜，西医学士，中医博士。35年临床经验，悉尼行医23年。因在妇科和痛症方面造诣颇深，被誉为著名中医妇科专家和痛症专家。《澳大利亚中医学会》创会理事，现任全国总会监事。曾任《中医与健康》澳大利亚中文杂志的编委。<br><br></p>"
Hd Psychologist,hrdpsychologists@gmail.com,Hdpsychologist,0292835530,http://www.hrdpsychologist.com,"403/368 Sussex Street, Sydney, Sydney CBD, NSW 2000",Medical & Healthcare,10865,HRD Psychologist,0292835530,"<p class=""details""><img src=""Photo_links/Sydney/10865_V1.PNG"" class=""logo"" width=""105"" alt=""HRD Psychologist Company Logo"">收到移民局警告信？<br>
<br>
转学有问题？<br>
<br>
学校要开除我？<br>
<br>
出勤率不够怎么办？<br>
<br>
想做保护签证？<br>
<br>
遇到上述情况，可找悉尼註冊心理師提供给到移民局/学校的心理评估报告！！这是很多留学生不知道的一条可行之路。<br>
<br>
本診所拥有悉尼註冊心理師提供的心理諮詢,輔導以及心理评估报告服务：<br>
<br>
主要諮詢與治療及報告包括<br>
<br>
-抑鬱 <br>
<br>
-焦慮<br>
<br>
-睡眠問題<br>
<br>
-壓力與情緒相關問題<br>
<br>
-其他生活、學習、工作有關困擾等<br>
<br>
-為出勤率不足做解釋 <br>
<br>
-向學校請求reduce study load<br>
<br>
-學習壓力太大想要轉學/轉科<br>
<br>
<br>
<br>
如有任何疑問 歡迎聯絡我們諮詢<br>
<br>
<br>
<br>
可加微信号或电话咨询：(工作時間：週一-週五 9:00am-5:00pm)<br>
<br>
Wechat：Hdpsychologist<br>
<br>
Work: 02 9283 5530<br>
<br>
<br>
Are you having problems with your student visa? We do psychological assessment reports that explain the issues you've been facing to the department of immigration or your school institution when you have been contacted in relation to student visa compliance requirements. Our psychological assessment reports provide you with an official document supporting your needs through these difficult encounters, and assist you in communications with these authoritative institutions. Our reports can assist with instances related to:<br>
<br>
- Non-attendance at school for any length of time<br>
<br>
- Academic performance problems<br>
<br>
- Deferral of studies <br>
<br>
- Extended time for an exam<br>
<br>
- Request to re-seat an exam<br>
<br>
- Request to repeats a course/subject<br>
<br>
- Request to change educational institution or change city<br>
<br>
- Request for the reduction of studies<br>
<br>
- Onshore applications for partner visa<br>
<br>
- Appeals for rejections or negative decisions <br>
<br>
- Mitigations for the submission of false documents<br>
<br>
Our reports will assist you with these issues and more, please contact us for further enquiries and we will assist you in facing these difficult situations with the benefit of over 12 years experience and knowledge of these areas. We also provide further psychological intervention for ongoing difficulties.<br><br></p>"
,,,02 9787 9766 ,,"Level 1,157-159 Beamish Street Campsie NSW 2194",Medical & Healthcare,4887,Bulk Billing 醫療中心 - Bulk Billing,02 9787 9766 ,"<p class=""details"">提供多语言服务：国语，粤语，客家话，缅甸语<br>
七天营业<br>
公众假期及周六，周日照常开诊<br>
女性/男性/儿童 医疗保健<br>
接受国民医疗卡转账付费<br>
X-Ray 和药房（隔临）<br>
物理疗法<br>
小手术<br>
血检<br>
疫苗<br>
针灸<br>
验光师<br>
营养师<br>
家庭医生<br>
心理学家<br>
电话：9787 9766<br>
地址：Level 1,157-159 Beamish Street Campsie NSW 2194 <br><br></p>"
,,,02 9632 1083 / 0404 377 882,,"352A Guildford Rd, Guildford NSW 2161",Medical & Healthcare,5661,言語治療師 李家輝 可家訪,02 9632 1083 / 0404 377 882,"<p class=""details"">主理儿童及成人：构音迟缓，障碍，嗓音障碍，流畅障碍（口吃），中风患者吞咽困难，读写障碍，发展性语言迟缓、障碍，社交沟通困难（如自闭症患者）。澳洲悉尼大学言语病理学学士，Medicare及私人保险回扣。七天营业。 地址： 352A Guildford Rd, Guildford NSW 2161  电： 02 9632 1083 / 0404 377 882<br><br></p>"
,pc181.com@gmail.com,,02 9718 3632 / 0414 609 012,http://pc181.com/rococo,"Campsie, NSW 2194",Medical & Healthcare,5648,經氏假牙,02 9718 3632 / 0414 609 012,"<p class=""details"">25年经验，牙医技师，澳洲注册，精通假牙，质优价宜，上门服务。 电： 02 9718 3632 / 0414 609 012<br><br></p>"
,,,02 9689 2882 ,,"Suite 1,Level 3,110 Church ST,Parramatta NSW 2150",Medical & Healthcare,4873,Parramatta 牙醫診所,02 9689 2882 ,"<p class=""details"">陆开伯医生 澳洲亚德雷德大学学士（BDS ADEL UNI）<br>
南京医科大学学士（BDS Nanjing UNI）<br>
澳洲种植牙医协会会员（AOS）<br>
服务项目：洗牙，补牙及口腔疾病全面预防保健<br>
牙龈病，牙周病全面治疗，及牙髓病的根管治疗<br>
活动及固定假牙，牙冠，牙桥<br>
拔牙，口腔外科，种植牙齿<br>
儿童齿科疾病预防及治疗，牙齿矫正<br>
有效快速牙齿漂白美容，美丽烤瓷贴片<br>
全新牙科诊所开诊：<br>
全面消毒，使用最新器材<br>
最合理的收费，可使用各种牙医私人保险<br>
现为Medicare患者及持有Medicare青少年牙科保健$159.85 Voucher提供免费治疗服务（附条件限制，欢迎咨询）<br>
门诊时间：9am-6pm，周一至周六<br>
地址：Suite 1,Level 3,110 Church ST,Parramatta(Westfield Shoppingtown 斜对面，近火车站) <br><br></p>"
,,,02 9687 6268 / 0433 656 286,,"Suite 13，Level 1,181 Church St Parramatta NSW 2150",Medical & Healthcare,4874,假牙專科診所 - Parramatta,02 9687 6268 / 0433 656 286,"<p class=""details"">精通各类活动假牙服务镶各种新的全口及部分活动假牙托，调整和修补现有假牙托，钢托，胶托，隐形超薄托解决牙托松脱，接触牙肉压痛（免费估价）替换断裂铁钩或添加新铁钩，修补断裂胶托，钢托修补断裂假牙，拔牙后在胶托或钢托上加牙牙托与牙床之间空隙加垫，体育运动牙套等亲自问诊，检查，印模，制作家呀，安装及调整一条龙服务，速度更快质量更精确免费咨询，七天应诊，可用私人保险付部分或全部费用非常优惠的价格，镶您满意的假牙电话：02 9687 6268/0433656286地址：Suite 13，Level 1,181 Church St Parramatta NSW 2150 近火车站150米，Westfield免费停车 汇丰银行右边走廊向里走二楼营业时间：星期一至星期五 9AM to 6PM(周末请预约) 宋保国医生<br><br></p>"
,,,02 9697 3751 / 0410 688 984 ,,"1/3 DEFRIES AVE, ZETLAND, NSW 2017",Medical & Healthcare,4872,精英植牙美容中心,02 9697 3751 / 0410 688 984 ,"<p class=""details"">定期预防保健及洗牙<br>
补牙及拔牙<br>
镭射牙齿漂白及美白<br>
齿列矫正<br>
牙周病治疗及根管治疗<br>
美容瓷片<br>
微创植牙<br>
名家设计德日意器械材料<br>
受理所有公司保险<br>
七天营业敬请预约10am-7pm<br>
电话：02 9697 3751<br>
0410 688 984<br>
地址：1/3 Defries Ave，（新Audi大楼后）Victoria Park,Zetland,NSW 2017<br>
詹富强 周延叡 黄曦谊<br>
<br><br></p>"
,,,02 9718 8166 ,,112 BEAMISH STREET CAMPSIE NSW 2194,Medical & Healthcare,4871,揚習震醫生 活動假牙專科,02 9718 8166 ,"<p class=""details"">杨习震医生 澳洲牙科修复协会会员ADPA<br>
新西兰奥塔哥大学PGD CDT<br>
上海第二医学大学BDS<br>
假牙专家25年临床经验<br>
价格便宜质量保证<br>
可用MEDICARE和医疗保险支助<br>
我们提供：全口义齿<br>
局部活动义齿（包括钢托）<br>
假牙修理（当天可取）<br>
护齿器<br>
地址：112 Beamish St,Campsie,NSW 2194(Centerbury City Council 马路对面，近火车站)<br>
电话：02 9718 8166 0430 838 850<br>
工作：周一至周六9:30am-5:30pm <br><br></p>"
,,02 9281 8560,02 9212 3953,,"Suite 2,191 Hay Street, Haymarket NSW 2000",Medical & Healthcare,4877,劉恭賢西醫,02 9212 3953,"<p class=""details"">内外全科，妇科，抗老专科（自费）<br>
血液化验，皮肤科，针灸，小儿科，<br>
擅长：皮肤小型外科手术局部切除痘，小疤，协助合资格的慢性病病人申请Medicare资助的EPC理疗包括：营养师，物理治疗，脊骨调整，心理辅导等等。<br>
针灸范围（可用医疗卡）<br>
头疼，脊椎疼，背痛，坐骨神经疼，关节炎，肩周炎，经痛，肌肉扭伤痛，疱疹后神经痛，神经瘫痪，失眠，神经衰弱，减肥等。（由拥有二十多年经验的刘恭贤西医亲自主理）<br>
地址：Suite 2,191 Hay Street Haymarket 中国城喜街191号2号楼（同乐轩酒楼楼下）<br>
电话：02 9212 3953<br>
传真：02 9281 8560<br>
门诊时间：星期一至五 8：30am-5:30pm<br>
星期六 8:30am-4:00pm 另有各种疫苗注射 <br><br></p>"
,,,02 9787 9766,,"LEVEL 1,157-159 BEAMISH STREET CAMPSIE NSW 2194",Medical & Healthcare,4870,醫療中心,02 9787 9766,"<p class=""details"">女性/男性/儿童 医疗保健<br>
接受国民医疗卡转账付费<br>
X-RAY和药房（隔邻）<br>
物理疗法<br>
小手术<br>
血检<br>
疫苗<br>
针灸<br>
<br>
验光师<br>
营养师<br>
家庭医生<br>
心理学家<br>
<br>
公众假期及周六丶周日照常营业 <br><br></p>"
,,,02 9212 1488 / 0412 957 047 ,,"2F 398-402 SUSSEX ST.,HAYMARKET NSW 2000",Medical & Healthcare,4868,陳曙儀,02 9212 1488 / 0412 957 047 ,"<p class=""details"">主治：内丶妇丶儿科各类杂病，疑难病<br>
<br>
善治咳漱丶哮喘丶过敏性鼻炎丶鼻窦炎丶妇女月经病更年期综合症丶<br>
慢性疲劳综合症。<br>
<br>
时间：星期一丶三丶四丶六 <br><br></p>"
,,,02 9799 8374,,"1ST FLOOR 232 LIVERPOOL RD.,ASHFIELD NSW 2131",Medical & Healthcare,4867,張振凡牙醫診所,02 9799 8374,"<p class=""details"">全面牙科护理及治疗<br>
<br>
洗牙丶漂牙<br>
补牙丶脱牙<br>
根管治疗<br>
活动及固定假牙<br>
口腔外科<br>
种植牙齿<br>
牙齿矫形美化 <br><br></p>"
,,02 9635 6032,02 9635 6535,,"32 Albion Street, Harris Park, NSW 2150",Medical & Healthcare,4861,陸瑋 - Wei Lu,02 9635 6535,"<p class=""details"">澳洲注册心理咨询师，讲普通话。<br><br></p>"
,,02 9755 4757,02 9725 6033 ,,"37 ARTHUR STREET,CABRAMATTA NSW 2166",Medical & Healthcare,4863,陳慶福西醫生,02 9725 6033 ,"<p class=""details"">包括男女老少内外全科，针灸<br>
<br>
通用语言：粤语，国语，潮州，福建，福州，兴化<br>
<br>
营业时间：<br>
<br>
周一至周五：上午8：45AM-1:00PM 下午2：30PM-6:00PM<br>
星期六：9：00AM-12:00AM<br>
星期日：9：00AM-11:00AM <br><br></p>"
,,,02 9798 7704 / 02 9798 7851,,7 THE ESPLANADE ASHFIELD NSW 2131,Medical & Healthcare,4865,劉仁愛牙科醫生,02 9798 7704 / 02 9798 7851,"<p class=""details"">最新牙科治疗方法<br>
定期牙齿健康体检<br>
洗牙，漂白牙齿<br>
补牙，脱牙<br>
牙根管治疗（抽牙神经）<br>
美丽瓷片<br>
最新消毒及牙科仪器设备<br>
牙套，牙桥<br>
牙齿矫正<br>
各式假牙<br>
口腔外科<br>
儿童牙齿保健 <br><br></p>"
,,02 9553 6799,02 9553 6711,,"S4 1-5 DERBY ST.,KOGARAH NSW 2217",Medical & Healthcare,4866,蕭誌珊 銓心牙科保健,02 9553 6711,"<p class=""details"">定期检查丶洗牙 根管治疗<br>
儿童保健 假牙，牙冠，牙桥，种牙<br>
牙齿美白，漂白 补牙，拔牙<br>
<br>
设备包括：口腔内窥镜，特效蓝光牙齿美白，低辐射数码X光。<br>
<br>
铨心全意 为您服务 <br><br></p>"
,,,02 9632 0714 / 02 9632 8888 / 0404 377 882 ,,"352A GUILDFORD RD,GUILDFORD NSW 2161",Medical & Healthcare,4862,言語治療師,02 9632 0714 / 02 9632 8888 / 0404 377 882 ,"<p class=""details"">主理儿童及成人：<br>
够音迟缓/障碍<br>
嗓音障碍<br>
流畅障碍（口吃）<br>
中风患者吞咽困难<br>
读写障碍<br>
发展性语言迟缓/障碍<br>
社交沟通障碍（如自闭症患者）<br>
<br>
七天营业 敬请预约 可家访及到老人院诊治 <br><br></p>"
