_contact,_email,_fax,_tel,_website,business_address,business_category,business_id,business_name,business_tel,details_html
,support@bestong.com.au,Mel_star001,0450 504 606,,"Melbourne, VIC 3000",Adult Services,10874,私人定制 贴心服务,0450 504 606,"<p class=""details"">莞式一条龙式服务 私密按摩服务 安静封闭独立公寓 全程保密服务  City; Doncaster 皆可预约 （有提供特殊服务 请微信咨询）<br>
全套In&amp;out call<br>
清纯性感各种风情诱惑 <br>
服务用心 给小哥哥带来完美体验<br>
<br>
微信预约：Mel_star001<br><br></p>"
Mimi Beer CEO,support@bestong.com.au,wxid_gwqba360ttzq22,0414 842 993,,"Melbourne, VIC 3000",Adult Services,10557,姐妹淘 :服务女神，清純下海，金牌萌妹,0414 842 993,"<p class=""details""><img src=""Photo_links/Melbourne/10557_V45.jpg"" class=""logo"" width=""105"" alt=""姐妹淘 :服务女神，清純下海，金牌萌妹 Company Logo"">本地学妹，東南亞風情，服务女神，清純下海，金牌萌妹们伴您度过性福 时光！<br>
  <br>
   莞式一條龍<br>
   半套    按摩舒壓  <br>
   全套    In &amp; Out <br>
             <br>
角色扮演   絲襪   制服  各種風情誘惑<br>
誠實為本   服務用心   本人照片保證<br><br></p>"
,admin@15angels.com.au,客服微信：Orientalangels,03 9877 3123,http://www.15angels.com.au/,"15 George Street, Blackburn, VIC 3130, Australia",Adult Services,9855,墨尔本成人服务 东南区最大持牌妓院 - 东方天使 Oriental Angels,03 9877 3123,"<p class=""details"">东方天使妓院欢迎您!<br>
<br>
墨尔本东南区最大合法持牌妓院欢迎你！Oriental Angels拥有所谓美艳诱人的亚洲佳丽，与摩登时尚的韩国辣妹体验高潮迭起的绝妙盛宴；与小巧动人的日本佳人感受销魂诱人的人间仙境；与清纯的中国学妹重温青春校园的纯真美好；还可与东南亚性感美女一同深度体验销魂的旖旎风光。<br>
<br>
释放您的终极欲望和快感，体验真正的帝皇享受!<br>
<br>
每周营业7天<br>
周一、周二：早10:00 - 凌晨7:00<br>
周三、周日：早10:00 - 凌晨7:00<br>
周四、周五、周六：早10:00 - 凌晨7:00<br>
<br>
15 George Street, Blackburn, VIC<br>
(03) 9877 3123<br>
<br>
全套系列服务<br>
20分钟 - $100<br>
30分钟 - $120<br>
45分钟 - $170<br>
60分钟 - $220<br>
120分钟 - $440     <br>
<br>
Double Service Special<br>
20分钟 - $160<br>
30分钟 - $200<br>
45分钟 - $260<br>
60分钟 - $320<br>
<br>
墨尔本高端成人服务场所，美艳诱人的辣妹，时尚迷人的佳丽，邀请您加入，体验帝皇般的享受，感受一系列销魂的高端服务。<br>
<br>
浪漫水中箫，上下五千年，蜜蜂采蜜，唇枪舌战，独珑旋转，二珑戏珠，冰火疯爆，爱情初体验，再回首，盼温旧梦，冰火加毒龙...让性感美艳妩媚的东方佳丽实现您的终极梦想！<br>
<br>
客服微信：Orientalangels<br>
<br>
联系电话：(03) 9877 3123<br>
<br>
地址：15 George Street, Blackburn, VIC 3130, Australia<br>
<br>
我们的网站，http://www.15angels.com.au/，欢迎访问。<br>
<br>
Oriental Angels以独特的神秘东方魅力著称，这里将邀请您结识妩媚诱人的亚洲佳丽们，她们来自日本、韩国、香港、泰国、中国、台湾和越南，充满了异国风情。<br>
<br>
更有清纯性感的学生妹为您服务哦，一定让您最难忘的旖旎时光。<br>
<br>
Oriental Angels，墨尔本最棒的高端服务场所。<br>
<br>
高端出钟服务<br>
大量私密泊位<br>
温馨浪漫房间<br>
全套系列服务<br>
双女同飞<br>
性感按摩服务<br>
出钟服务<br><br></p>"
,,,02 9181 2135,,"185B Victoria Rd, Drummoyne NSW 2047",Adult Services,4754,185club.com.au,02 9181 2135,"<p class=""details"">新到19-25 岁台湾、大陆、泰国、马来、韩国美女，明星面孔，魔鬼身材。每周四、日特价。近 City, Burwood, Ashfield, Eastwood 区。<br>
<br>
地址：<br>
185B Victoria Rd, Drummoyne NSW 2047<br>
Tel: 02 9181 2135<br>
<br>
<br>
<br><br></p>"
,Pcburwood1230@gmail.com,,(03) 9808 5855,http://www.pussycatsburwood.com.au,"3 Leslie Court, Burwood VIC 3125",Adult Services,7482,墨尔本成人服务 知名妓院 - 波斯猫 Pussy Cats Burwood,(03) 9808 5855,"<p class=""details""><img src=""Photo_links/Melbourne/7482_V1.png"" class=""logo"" width=""105"" alt=""墨尔本成人服务 知名妓院 - 波斯猫 Pussy Cats Burwood Company Logo"">Pussy Cats Burwood 地理位置优越，靠近Deakin University，距Chadstone 购物中心10分钟车程。作为墨尔本老牌妓院，这里拥有众多来自亚洲各国的年轻美女，尤其是年轻漂亮的学生妹。服务卓越，无可挑剔。是墨尔本首选妓院之一。这里所有房间配置空调和加热系统，让你在冬天感觉其热融融，而夏季倍感凉爽。我们绝对保证客人隐私，让您在放松休闲之余，不会有后顾之忧。如果你对某位女孩特别中意，欢迎提前电话预约。让每位客人高兴而来，满意而归，是我们长期秉承的服务标准。<br>
<br>
服务价格：20mins - $95；30mins - $110；45mins - $160；60mins - $210； 欢迎使用百事通优惠卡，服务更有优惠。<br>
<br>
地址： 3 Leslie Court, Burwood VIC 3125 （365天常年营业，每天早上 11 点开门）<br>
电话：03 9808 5855<br><br></p>"
Red Light,info@redlightrelaxation.com.au,,03 9543 8820 / 03 9543 8837,http://www.redlightrelaxation.com.au/,1/44 Winterton Road Clayton Vic 3168,Adult Services,10062,墨尔本成人服务 东南区合法妓院 - 红灯区 Red Light Relaxation,03 9543 8820 / 03 9543 8837,"<p class=""details"">Kitty. Cherry. Bella. Happy. Anna. Kiwi. Tammy. Jenny. <br>
愿我如星君如月，夜夜流光相皎洁。<br>
臣妾恭迎陛下圣安。<br>
近日，臣妾听闻这四海八荒有一处红粉之都，名为Red Light，位于墨尔本东南区,为合法持牌妓院。地理位置绝佳，室内环境一流，双人超大浴室。此处拥有各国风情秀女，可供陛下试寝翻牌。秀女来自不同国家，高丽国 大韩风情，霓虹国 学妹小丸子，中国大天朝闺秀，泰国 妖娆美女，以及亚洲各国妩媚佳人子。若陛下移驾此处定会龙颜大悦。<br>
臣妾祝陛下万岁 万岁 万万岁<br>
<br>
网站地址<br>
www.redlightrelaxation.com.au<br>
<br>
地址<br>
1/44 Winterton Road Clayton <br>
(03)9543 8820   (03)9543 8837<br>
<br>
营业时间<br>
星期一 至 星期四  10AM --3AM<br>
星期五 至 星期日  10AM --4AM<br>
<br>
收费标准<br>
20分钟        $100<br>
30分钟         $120<br>
45分钟         $170<br>
60分钟         $220<br>
双飞 双倍价格<br>
<br>
Red Light 全体成员欢迎恁的光临，在这里您将体验非凡时刻，我们的佳人会让您感受魂销九天的性感时光。释放您激情燃烧的尊体。我们的佳人正在等待您的性感英姿。快来泡一泡吧。<br>
<br>
本店长期欢迎美女加盟。<br><br></p>"
,,,03 9543 8820,,"44A Winterton Rd, Clayton VIC 3168",Adult Services,5870,红灯区 全新开张 靓女登场,03 9543 8820,"<p class=""details"">停车无忧， 全新开张， 靓女登场<br><br></p>"
,,,03 9793 2988,,"17 Nicole Way, Dandenong South VIC 3175",Adult Services,5872,花样年华,03 9793 2988,"<p class=""details"">众里寻她千百度 暮然回首 她就在花样年华<br><br></p>"
,,,03 9428 8668,,"7-9 Duck St, Abbotsford VIC 3067",Adult Services,5876,The Duchess 靓丽玉女 豪放学生妹,03 9428 8668,"<p class=""details"">靓丽玉女，豪放学生妹, 7天营业。<br><br></p>"
,,,03 9376 9628 / 0425 505 888,,"13 / 320-386 Epsom Road, Flemington VIC 3031",Adult Services,5874,柔柔按摩,03 9376 9628 / 0425 505 888,"<p class=""details"">青春美少女精油按摩，温温柔柔，风花雪月。<br><br></p>"
,,,03 9386 0206,,"71-73 Colebrook St, Brunswick VIC 3056",Adult Services,5871,浪漫帝宫,03 9386 0206,"<p class=""details"">清纯美女，19岁中国，日本，韩国女孩 热情服务 似入仙境，帝皇享受<br><br></p>"
,,,03 9793 5289,,"26 Rhur Street, Dandenong VIC 3175",Adult Services,5873,月亮城,03 9793 5289,"<p class=""details"">月色皎洁淑女多 漂亮身材任君游 城门洞开迎宾客<br><br></p>"
,,,03 9696 4666,,"466 City Road, South Melbourne VIC 3205",Adult Services,5875,皇宫466,03 9696 4666,"<p class=""details"">日夜提供皇帝式服务<br><br></p>"
,,,03 9416 3038,,"417 Brunswick Rd, Fitzroy VIC 3065",Adult Services,5877,明星俱乐部,03 9416 3038,"<p class=""details"">美女天天换 与君共度良宵 白天特价<br><br></p>"
,,,03 9399 9740,,"18 Albemarle ST, Williamstown VIC 3016",Adult Services,5885,Sea Pearl,03 9399 9740,"<p class=""details"">西区最佳娱乐场所，绝对包你满意，多国年轻佳丽恭候您的光临。<br><br></p>"
,,,03 9326 8388,,"77 racecourse Rd, North Melbourne VIC 3051",Adult Services,5879,东方佳丽77,03 9326 8388,"<p class=""details"">青春东方少女，风情万种，纵情献春<br><br></p>"
,,,03 9584 6598,,"6 Hamlet Street, Cheltenham VIC 3192",Adult Services,5887,Bayside Babes,03 9584 6598,"<p class=""details"">中，韩, 马来小姐。<br><br></p>"
,,,03 9729 0688,,"2 The Nook, Bayswater North VIC 3153",Adult Services,5878,夜来香,03 9729 0688,"<p class=""details"">中日韩 温柔可人 激情诱惑 超值享受<br><br></p>"
,,,03 9645 0206,,"39 Top st., South Melbourne VIC 3205",Adult Services,5888,ORIENTAL DOLLS,03 9645 0206,"<p class=""details"">服务好! 冰火加不戴套吹的。<br><br></p>"
,,,03 9555 8100,,"67-73 Keys Rd, Moorabbin VIC 3189",Adult Services,5882,Club Keys Studio,03 9555 8100,"<p class=""details"">早上10点 7天营业 性感亚洲美女<br><br></p>"
,,,03 9544 1589,,"23 Hume St, HUNTINGDALE, VIC 3166",Adult Services,5880,兰花阁,03 9544 1589,"<p class=""details"">中，西，日，韩，西班牙 娇艳少女与您共度春宵<br><br></p>"
,,,03 9874 3388,,"25 Thornton Crescent, Mitcham VIC 3132",Adult Services,5892,东方之魅 Eastern 25,03 9874 3388,"<p class=""details"">超级服务， 帝皇享受， 7 天无休。<br><br></p>"
,,,03 9827 6700,,"4 Yarra St, South Yarra VIC 3141",Adult Services,5890,Poison Ivy,03 9827 6700,"<p class=""details"">Highly recommended.<br><br></p>"
,,,03 9546 6444,,"10 Graham Road, Clayton VIC 3168",Adult Services,5897,神奇之手 Magic Hands,03 9546 6444,"<p class=""details"">喔噻， 那种感觉你绝对没有体验过！<br><br></p>"
,,,03 9544 4433,,"1309 North Road, Huntingdale VIC 3166",Adult Services,5896,淘气之都 Naughty Times,03 9544 4433,"<p class=""details"">今夜的你，是否跟我一样寂寞？<br><br></p>"
,,,03 9469 3223 / 0419 886 581,,43 Lipton Drive Thomastown VIC 3074,Adult Services,6392,红公馆,03 9469 3223 / 0419 886 581,"<p class=""details"">营业时间：<br>
周一至周五<br>
11:30AM Till Late<br>
周六至周日<br>
1:30PM Till Late<br>
地址<br>
43 Lipton Drive Thomastown<br>
欢迎小姐加盟<br>
及欢迎经理加盟<br><br></p>"
,,,03 9544 8384,,"1 Edinburgh Street, Oakleigh South VIC 3167",Adult Services,5894,墨城诱惑 Fetish House,03 9544 8384,"<p class=""details"">请君一试，必有难忘之旅。<br><br></p>"
,,,03 9682 3052,,"43 Top st., South Melbourne VIC 3205",Adult Services,5889,Top On Tope,03 9682 3052,"<p class=""details"">女人年轻! 大家公认的口碑都很好!<br><br></p>"
,,,03 9870 6622,,"Melbourne, VIC 3000",Adult Services,6549,Wicked,03 9870 6622,"<p class=""details"">超大型成人性用品商店<br>
提供数千适合不同年龄需求的XXX XXXX DVD VIDEO，全部正版，包括大量亚洲成人DVD<br>
提供大量男女性工具，性玩具，货品齐全<br>
有最齐全的成人杂志和交换性生活联系杂志<br>
提供澳洲政府核准的性药，助兴喷雾<br>
我们提供免费脱衣俱乐部入场卷<br>
华人经理，方便交流，屋内停车场，自由进出，安全隐秘<br><br></p>"
,,,03 5229 1335 / 0416 453 209,,"169a Malop Street,Geelong, VIC 3220",Adult Services,7848,69 RELAXATION,03 5229 1335 / 0416 453 209,"<p class=""details"">星期一、二特价<br>
清纯少女，风韵少妇，期盼君来共度春宵<br>
7天营业10:30am - until late<br><br></p>"
,,,03 9878 0011,,"Melbourne, VIC 3000",Adult Services,6547,Butterflys,03 9878 0011,"<p class=""details"">新新新<br>
性感的<br>
年轻亚洲小姐<br>
每天！每夜<br>
欢迎年轻小姐加盟<br><br></p>"
,,,03 9620 5077,,"Melbourne, VIC 3000",Adult Services,6548,CENTREFOLD,03 9620 5077,"<p class=""details"">超过百名炫目艳丽的歌舞女郎以及Centrefold模特<br>
为您提供永不停止的华丽演出<br>
永不间断的舞蹈表演<br>
私人VIP区域<br><br></p>"
,,,03 9690 5977,http://www.59york.com,"59 York Street, South Melbourne, VIC 3205",Adult Services,7850,Ladies on York 59,03 9690 5977,"<p class=""details"">全新装修，环境优雅，全新的管理模式，全新清新亮丽美妹的特级服务。<br>
营业时间周日 - 周四10am - 6am    周五至周六10am - 7am<br><br></p>"
,,,03 9314 8800,,"24 Buchanan Rd,Brooklyn, VIC 3012",Adult Services,7851,OCTOPUSES,03 9314 8800,"<p class=""details"">我们风骚，我们使您激动，我们让您心满意足，令您度过超正的时光。<br>
我们讲韩语、泰语、中文、越南语、菲律宾语和英语。<br>
7天营业  上午十点到深夜<br><br></p>"
,,,03 8415 1185,,"182 Rose Street,Fitzroy, VIC 3065",Adult Services,7849,全新玫瑰,03 8415 1185,"<p class=""details"">我们拥有全墨尔本中，港，台，日，韩，新，马，泰的高品质亚洲美女，年轻有活力，服务一流，环境高档，有安全措施，有正规合法的执照，保证您享受到一等一的服务，另外我们还提供出钟服务及各种陪伴性服务，有学生妹，夜女郎，办公室白领等制服诱惑供您选择，方便您的时间和地点，价钱合理，包您满意。<br>
营业时间：每周7天 10am - 3am<br><br></p>"
,redd17@hotmail.com,,03 9793 2988 / 03 9793 2086,http://red17.com.au,"17 Nicole Way, Dandenong South VIC 3164",Adult Services,5901,红灯笼 Red Lantern,03 9793 2988 / 03 9793 2086,"<p class=""details"">本店为持牌妓院。地处M1 及 M3 出口，交通便利。并拥有大量私密泊车位，且装饰温馨的房间，定能让您感受到宾至如归的美妙。<br>
<br>
我们又为尊贵的您安排了来自世界各地的美艳佳丽。相信清纯的中国学生妹能让您重温曾经校园中的那段小美好；摩登时尚的韩星范定能引领您走进韩剧中的fashion之旅；妩媚妖冶的泰国巧手会为您带来如入仙境的绝胜妙感；异域风情的印度佳人则会与你体会一把不曾有过的旖旎风光。总之，环肥燕瘦，秀外慧中，日日更新，无一相同。<br>
<br>
（若君有任何特殊不同想法愿与女孩们交流，我们全体欢迎您来电洽谈97932988/97932086,或莅临本店参观指导）<br><br></p>"
,,,03 9645 0206 / 0422 357 518,,"39 Tope St,South Melbourne, VIC 3205",Adult Services,7852,39 TOPE,03 9645 0206 / 0422 357 518,"<p class=""details"">青春靓丽，服务到位，价格公道，保君满意。<br>
白天特价<br><br></p>"
,,,03 9682 8848,,"7 Park St, South Melbourne, VIC 3205",Adult Services,7854,7 PARK ST,03 9682 8848,"<p class=""details"">中午至第二天早上，come and enjoy!<br>
提供上门服务！<br><br></p>"
,,,03 9670 0331,http://www.mensgallery.com.au,"601 Lonsdale Street,Melbourne, VIC 3000",Adult Services,7871,THE MEN'S GALLERY,03 9670 0331,"<p class=""details"">澳洲最著名的桌面舞俱乐部。<br>
豪华的环境，优雅而完美的服务，满足国际本地商业和旅游者不同的需要，近距离的享受美感，目睹数百位最迷人可爱的小姐。<br>
无间断的脱衣秀表演、VIP私人派对区、令人目眩的舞台秀。<br>
营业时间：周一至周五 中午至午夜  周六至周日 6pm 至午夜<br><br></p>"
,,,03 9699 1711,http://www.boardroom.com.au,"53 Market St,South Melbourne, VIC 3205",Adult Services,7873,BOARDROOM,03 9699 1711,"<p class=""details""><br><br></p>"
,,,03 9489 0200,,"4 Dummett Crescent,Clifton Hill, VIC 3068",Adult Services,7880,The Scarlet Lady,03 9489 0200,"<p class=""details"">亚洲女孩，服务到位，温柔可人<br><br></p>"
,,,03 9386 0206,,"71 Colebrook St,Brunswick, VIC 3056",Adult Services,7853,71 Colebrook,03 9386 0206,"<p class=""details"">提供按摩及全套服务<br>
下午7点至午夜<br><br></p>"
,,,03 9376 2666,,"122 Dynon Rd,West Melbourne, VIC 3003",Adult Services,7874,TENDER TOUCH,03 9376 2666,"<p class=""details"">新的概念服务，新的管理模式，亚洲佳丽登场，服务到位，价格公道，异国风情，包君满意。<br>
营业时间：<br>
周日至周四 10am - 5am 周五，周六 24小时营业。<br><br></p>"
,,,03 9576 9100,,"623 Hawthorm Rd,Brighton East, VIC 3187",Adult Services,7879,ULTIMATE MAGIC,03 9576 9100,"<p class=""details"">新到中，西，日，韩，泰，中西混血，多国少女。<br><br></p>"
J,hanarelaxation2121@gmail.com,,0434256871,,"261 Franklin Street, CBD, Melbourne, VIC 3000",Adult Services,10503,按摩 - 墨尔本市中心,0434256871,"<p class=""details"">让我们的专业按摩小姐招待您。手法精妙，用力适当，为您消除平日。。。<br>
<br>
保證客戶隱私和水準！ 价格 $50 起。<br>
<br>
店名：Hana Relaxation<br>
地址：261 Franklin Street, Melbourne CBD<br>
营业时间：周一到五 10am-9pm / 周末 10am-8pm<br>
电话：0434 256 871<br>
<br>
可收现金或信用卡<br><br></p>"
Bobo,Kallyleoleo@yahoo.com.au,Lamlambaby,M0401 604 893,,"8 Bruce st box hill, Box Hill, VIC 3128",Adult Services,10934,kally123456,M0401 604 893,"<p class=""details""><img src=""Photo_links/Melbourne/10934_V1.jpeg"" class=""logo"" width=""105"" alt=""kally123456 Company Logo"">寶貝 您好我是香港22歲  剛到墨爾本<br>
<br>
含吹舔啜,69互舔,熱情招呼, 花式做愛 狗仔式 男上女下,69,鴛鴦浴,舔逼,按摩,親吻,制服黑絲高跟鞋, 裸吹，毒龍鑽，<br>
<br>
1000%本人照片  <br>
<br>
半小時$150 一小時$250<br>
<br>
<br>
WeChat lamlambaby <br>
+61 401 604 893<br><br></p>"
mi ya,support@bestong.com.au,,0451875886,,"344bay road cheltenham, Cheltenham, VIC 3192",Adult Services,10574,sunshine massage,0451875886,"<p class=""details"">工作压力？私事烦躁？身体疲憊? 别烦心<br>
让我们的专业按摩小姐招待您。手法精妙，用力适当，为您消除平日的压力<br>
<br>
<br><br></p>"
Drummoyne Massage,vincent.eidetika@gmail.com,,(02) 8034 0610,http://drummoynemassage.net/,"110A Victoria Rd, Drummoyne NSW 2047",Adult Services,10856,Drummoyne Massage,(02) 8034 0610,"<p class=""details"">我们的按摩师是泰国人和中国人。每天有三位女按摩师。<br>
在Drummoyne按摩，我们的目标是为您提供最专业的按摩。<br>
我们正在做传统的中式按摩，泰式按摩，放松按摩，精油按摩等。无论您选择何种类型的按摩，我们保证您会发现自己完全放松和放松。无论你有颈部疼痛，肩部疼痛，腿部疼痛或背部疼痛，我们都会在这里治愈您的问题。如果你正在疯狂忙碌的工作，请告诉我们，因为我们总是你减轻压力的最佳场所。通过舒适的按摩，您的所有不良情绪都会消失，每一块肌肉都会放松。工作忙碌了一天后，我们正在帮助您放松身心。<br>
我们是两层商店，有五个现代风格的洁净室。前台停车场从上午10点至下午3点免费。周末免费停车。后方也有停车位。我们的商店拥有经验丰富的按摩师，现代化的装修风格，以及客户至上的理念，为您提供优质的按摩服务。<br>
<br>
地址：Drummoyne NSW 2047 Victoria Road，110A<br>
联系方式：（02）8034 0610<br>
上午10点到晚上8点。我们也在公众假期开放。<br><br></p>"
